user_id,amount,impulse_purchase,financial_stress_level,is_late_night,ad_clicked,discount_used,cashback_used,cluster,segment,pca1,pca2
133,4313.2585714285715,0.2857142857142857,4.0476190476190474,0.23809523809523808,0.19047619047619047,0.14285714285714285,0.23809523809523808,1,Emotional Spender,0.04443376478298762,-0.38094302582229894
134,3362.8613636363634,0.4090909090909091,2.5,0.18181818181818182,0.45454545454545453,0.3181818181818182,0.3181818181818182,2,Offer Hunter,-0.21306178522280714,1.5958259258195167
135,5140.829130434783,0.43478260869565216,2.4782608695652173,0.13043478260869565,0.2608695652173913,0.4782608695652174,0.30434782608695654,1,Emotional Spender,0.3429067865322769,-0.4420102526883934
136,5844.57052631579,0.42105263157894735,3.8421052631578947,0.15789473684210525,0.21052631578947367,0.3157894736842105,0.2631578947368421,1,Emotional Spender,1.1857451138036508,-1.0864521920436578
137,5646.963157894737,0.3684210526315789,2.8421052631578947,0.2631578947368421,0.42105263157894735,0.5263157894736842,0.15789473684210525,3,High Risk User,0.8431843490911071,0.40415342194840925
138,4713.57875,0.4375,3.1875,0.4375,0.375,0.4375,0.125,3,High Risk User,1.274436102876079,1.8433711312973768
139,3359.7093333333332,0.2,1.5333333333333334,0.13333333333333333,0.4,0.2,0.06666666666666667,2,Offer Hunter,-1.9243457584577228,0.4120230890805962
140,4905.77,0.3684210526315789,1.4736842105263157,0.2631578947368421,0.3684210526315789,0.2631578947368421,0.10526315789473684,2,Offer Hunter,-0.21376461871890823,0.856242475002838
141,4130.403181818182,0.4090909090909091,3.9545454545454546,0.18181818181818182,0.4090909090909091,0.22727272727272727,0.3181818181818182,1,Emotional Spender,0.7304971433680023,0.8067573593052573
142,5937.253333333333,0.5555555555555556,6.444444444444445,0.1111111111111111,0.3333333333333333,0.2777777777777778,0.16666666666666666,3,High Risk User,3.272430748769992,-0.9577183232774962
143,7717.684666666667,0.4,5.133333333333334,0.13333333333333333,0.4,0.13333333333333333,0.4,3,High Risk User,2.5566881334416376,-1.3424049731757006
144,5061.907333333334,0.3333333333333333,2.8,0.4,0.4,0.5333333333333333,0.06666666666666667,3,High Risk User,0.6558979781507085,1.2076539978646166
145,5351.391904761905,0.38095238095238093,4.0,0.19047619047619047,0.19047619047619047,0.23809523809523808,0.42857142857142855,1,Emotional Spender,0.8346733711696055,-0.7241947057373512
146,5326.804761904762,0.42857142857142855,4.571428571428571,0.14285714285714285,0.23809523809523808,0.3333333333333333,0.2857142857142857,1,Emotional Spender,1.3719573439734405,-0.903919551052971
147,3423.3952000000004,0.2,1.76,0.16,0.2,0.36,0.32,2,Offer Hunter,-1.9966279079232023,-0.2765657108840162
148,5161.956999999999,0.36666666666666664,3.2666666666666666,0.1,0.36666666666666664,0.3333333333333333,0.3,2,Offer Hunter,0.40479331980496075,-0.44000236240978413
149,3640.0364705882353,0.11764705882352941,1.2352941176470589,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.23529411764705882,2,Offer Hunter,-2.5378728310454313,-0.29652130412456956
150,4432.72375,0.2916666666666667,5.041666666666667,0.125,0.25,0.4166666666666667,0.125,0,Stable Saver,0.5359580209114491,-1.2400517276189977
151,5871.6332142857145,0.39285714285714285,2.0714285714285716,0.35714285714285715,0.25,0.5357142857142857,0.17857142857142858,0,Stable Saver,0.670684907960794,0.30667838970307426
152,3811.278333333333,0.3333333333333333,2.875,0.16666666666666666,0.25,0.5,0.3333333333333333,1,Emotional Spender,-0.4918014789143543,-0.031472682807837625
153,3492.781578947369,0.21052631578947367,2.8421052631578947,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.10526315789473684,0,Stable Saver,-1.1794881363551826,-0.050487557498040375
154,4669.022380952381,0.2857142857142857,3.0,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0,Stable Saver,-0.5862233486116513,-1.5652752926105813
155,6243.275652173913,0.30434782608695654,4.391304347826087,0.2608695652173913,0.21739130434782608,0.43478260869565216,0.21739130434782608,3,High Risk User,1.219684047009807,-1.2092468945260348
156,3600.685217391304,0.34782608695652173,3.6956521739130435,0.17391304347826086,0.21739130434782608,0.21739130434782608,0.34782608695652173,1,Emotional Spender,-0.18063333524178202,0.01834192495393944
157,5751.4557894736845,0.47368421052631576,5.105263157894737,0.10526315789473684,0.47368421052631576,0.3157894736842105,0.15789473684210525,3,High Risk User,2.268703215716675,-0.3083863964588595
158,4308.145625,0.34375,2.78125,0.3125,0.28125,0.4375,0.3125,1,Emotional Spender,0.023818556737538493,0.8049417140316414
159,4377.92375,0.375,5.208333333333333,0.2916666666666667,0.25,0.16666666666666666,0.25,1,Emotional Spender,1.2832367275005099,0.24836546382651303
160,4805.811111111111,0.3333333333333333,2.9444444444444446,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.3333333333333333,1,Emotional Spender,-0.12070177761353955,-0.5541997343417333
161,5290.717083333334,0.3333333333333333,2.375,0.2916666666666667,0.25,0.3333333333333333,0.20833333333333334,0,Stable Saver,0.09593664571463886,0.07900463903516652
162,5244.6178260869565,0.17391304347826086,2.9565217391304346,0.08695652173913043,0.2608695652173913,0.4782608695652174,0.17391304347826086,0,Stable Saver,-0.8385571970417192,-1.7839889663557296
163,4316.262692307692,0.3076923076923077,3.1153846153846154,0.34615384615384615,0.19230769230769232,0.34615384615384615,0.19230769230769232,0,Stable Saver,-0.032705549276437595,0.36111681746079094
164,4329.7555555555555,0.2777777777777778,2.2222222222222223,0.16666666666666666,0.4444444444444444,0.3888888888888889,0.2222222222222222,2,Offer Hunter,-0.6695901330796277,0.5133502415881473
